transactId, softwareName, softwareId, date
'994241723','Visual C++ 2005 Express Edition','336690434','2009-10-14 13:25'
'994241723','Visual Studio 2005 Professional Edition - DVD','466158650','2009-11-10 13:26'
'994241723','Windows 7 Beta (x86) - DVD','-848806120','2009-09-03 17:22'
'994241723','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-14 13:25'
'994241723','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-10-14 13:25'
'994241723','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-11-13 22:56'
'994241723','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-09-03 17:22'
'994241723','Visio Professional 2010 (x86) - (Polish)','527466206','2010-12-18 18:18'
'994241723','Visual C++ 2005 Express Edition','336690434','2009-10-14 13:25'
'994241723','Visual Studio 2005 Professional Edition - DVD','466158650','2009-11-10 13:26'
'994241723','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-11-13 00:05'
'994241723','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-11-13 00:05'
'994241723','Windows 7 Beta (x86) - DVD','-848806120','2009-09-03 17:22'
'994241723','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2010-11-13 00:05'
'994241723','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-14 13:25'
'994241723','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-10-14 13:25'
'994241723','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-09-03 17:22'
'396234276','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-31 15:36'
'396234276','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-05 11:40'
'396234276','Visual Studio 2005 Professional Edition - DVD','466158650','2010-03-18 12:23'
'396234276','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-31 15:36'
'396234276','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-05 11:40'
'-344914391','Windows 7 Professional (x86) - DVD (English)','851167261','2009-09-12 22:57'
'-344914391','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-08-01 13:48'
'-344914391','Windows 7 Professional (x86) - DVD (English)','851167261','2009-09-12 22:57'
'-344914391','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-03-26 20:17'
'227779346','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-12-06 11:54'
'227779346','Visual Studio 2005 Professional Edition CD1','53593363','2010-03-05 11:41'
'227779346','Visual Studio 2005 Professional Edition CD2','53593364','2010-03-05 11:53'
'227779346','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-03-02 09:23'
'227779346','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-12-06 11:54'
'-923520318','Access 2007 (Polish)','970969443','2009-10-27 00:36'
'-923520318','Project Professional 2003 (Polish)','921614395','2009-12-26 10:34'
'-923520318','Project Professional 2007 (Polish)','41195903','2009-12-26 10:50'
'-923520318','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-27 00:15'
'-923520318','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-26 15:39'
'-923520318','Access 2007 (Polish)','970969443','2009-10-27 00:36'
'-923520318','Exchange Server 2010 (x64) - DVD (Multilanguage)','-367428117','2010-01-24 15:28'
'-923520318','Project Professional 2003 (Polish)','921614395','2009-12-26 10:34'
'-923520318','Project Professional 2007 (Polish)','41195903','2009-12-26 10:50'
'-923520318','SQL Server 2008 Enterprise (x86 and x64) - DVD','149258206','2010-01-24 12:55'
'-923520318','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-23 17:29'
'-923520318','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-27 00:15'
'-923520318','Windows Services for UNIX 3.5','797948676','2010-01-23 19:18'
'-923520318','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-26 15:39'
'229998287','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-02-26 11:53'
'229998287','Visual Studio Team System 2008 Team Suite (x86 and x64 WoW) - DVD','490723271','2010-02-17 00:54'
'229998287','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-03-13 16:47'
'229998287','Windows 7 Professional (x86) - DVD (English)','851167261','2010-03-22 23:37'
'229998287','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-02-17 00:44'
'-79564921','Office Accounting Professional 2008','-255086711','2010-05-10 21:23'
'-79564921','OneNote 2010 (x86) - (Polish)','-264300893','2010-12-20 01:50'
'-79564921','Visio Professional 2003 (Polish)','-101006582','2010-12-20 01:50'
'-79564921','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-05-10 21:23'
'-79564921','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-05-11 22:02'
'-79564921','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Polish)','775674007','2010-12-20 01:50'
'-79564921','Windows Vista Business DVD (Polish)','862081786','2010-12-20 01:50'
'-79564921','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2010-12-20 01:50'
'-598610129','Windows Vista Business 64bit DVD (Polish)','460205788','2008-06-04 18:39'
'-598610129','Windows Vista Business DVD','-792316006','2007-09-28 13:15'
'-598610129','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2008-06-03 00:03'
'-598610129','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-08-06 10:14'
'-598610129','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2010-08-17 18:23'
'-598610129','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-05-06 08:28'
'-598610129','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-08-06 10:14'
'-571607741','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-08-18 11:22'
'-571607741','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-04-13 18:56'
'-571607741','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-02-15 20:59'
'133503877','MS-DOS 6.22','-144275286','2009-12-14 15:33'
'133503877','Virtual PC 2007','212031266','2009-12-14 15:31'
'133503877','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-29 11:10'
'133503877','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-23 18:25'
'133503877','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-08 18:59'
'133503877','MS-DOS 6.22','-144275286','2009-12-14 15:33'
'133503877','Virtual PC 2007','212031266','2009-12-14 15:31'
'133503877','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-29 11:10'
'133503877','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-23 18:25'
'133503877','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-08 18:59'
'41365549','Project Professional 2007 (Polish)','41195903','2009-06-04 12:47'
'41365549','Visio Professional 2007 (Polish)','1031840846','2009-06-04 12:47'
'41365549','Visual Studio 2008 SP1','227686903','2008-10-30 22:18'
'41365549','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 15:52'
'41365549','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-06-05 15:39'
'41365549','Project Professional 2007 (Polish)','41195903','2009-06-04 12:47'
'41365549','Visio Professional 2007 (Polish)','1031840846','2009-06-04 12:47'
'41365549','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 15:52'
'41365549','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-06-05 15:39'
'-417991931','Visual Studio 2005 Professional Edition - DVD','466158650','2009-11-27 00:15'
'-417991931','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-10-12 15:02'
'-417991931','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-19 23:16'
'-417991931','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-12 01:54'
'-417991931','Visual Studio 2005 Professional Edition - DVD','466158650','2009-11-27 00:15'
'-417991931','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-10-12 15:02'
'-417991931','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-19 23:16'
'-417991931','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-12 01:54'
'-195361858','Access 2007 (Polish)','970969443','2010-11-10 15:11'
'-195361858','Visual Studio 2005 Professional Edition - DVD','466158650','2010-11-10 15:11'
'-195361858','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-11-10 15:11'
'-195361858','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-10-16 01:00'
'-195361858','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-10-28 02:12'
'-195361858','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-10-16 01:00'
'-195361858','Windows XP Service Pack 3 (x86) - CD (English)','275305991','2010-10-28 02:12'
'-336942044','Project Professional 2003','635651466','2007-10-10 17:12'
'-336942044','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-10-10 17:06'
'-336942044','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-05-31 18:21'
'-21845933','Visual Basic 2005 Express Edition','-282219693','2007-01-16 10:35'
'-21845933','Windows Vista Business DVD','-792316006','2007-05-28 21:57'
'-21845933','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-01-08 13:11'
'773863938','Visio Professional 2003','-1028479386','2007-04-25 00:35'
'773863938','Visual C++ 2005 Express Edition','336690434','2007-03-29 23:34'
'773863938','Visual Studio 2005 Professional Edition CD1','53593363','2007-03-29 23:34'
'773863938','Visual Studio 2005 Professional Edition CD2','53593364','2007-03-30 08:44'
'773863938','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-23 18:48'
'773863938','Windows Vista Business DVD','-792316006','2007-03-14 12:14'
'773863938','Visio Professional 2007 (Polish)','1031840846','2010-01-24 14:58'
'773863938','Visual Studio 2005 Professional Edition - DVD','466158650','2010-05-28 23:01'
'773863938','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2010-01-24 17:48'
'773863938','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-01-24 17:49'
'773863938','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-24 17:49'
'773863938','Windows 7 Professional (x86) - DVD (English)','851167261','2010-01-15 13:40'
'773863938','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-23 18:48'
'-351205982','Access 2007 (Polish)','970969443','2008-06-27 00:45'
'-351205982','IT Academy Course: Web Developer','-375283407','2008-06-27 00:41'
'-351205982','MS-DOS 6.0','534781756','2008-06-27 00:35'
'-351205982','OneNote 2007 (Polish)','1041769347','2008-06-27 00:39'
'-351205982','Visual Web Developer 2005 Express Edition','231127434','2007-11-20 01:36'
'-351205982','Windows Vista Business DVD (Polish)','862081786','2007-11-20 16:28'
'-351205982','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2008-11-28 13:59'
'-351205982','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2008-06-19 18:03'
'-351205982','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2007-11-19 00:19'
'-351205982','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-11-28 13:54'
'-351205982','Visual Studio 2005 Professional Edition - DVD','466158650','2010-10-23 16:08'
'707173334','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-11 10:47'
'707173334','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-12 10:10'
'707173334','Virtual PC 2007','212031266','2010-01-18 21:31'
'707173334','Visual C++ 2005 Express Edition','336690434','2010-01-18 21:34'
'707173334','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2010-01-18 21:36'
'707173334','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-11 10:47'
'707173334','Windows Vista Business DVD (Polish)','862081786','2010-01-18 21:40'
'707173334','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2010-01-18 21:37'
'707173334','Windows XP Multilingual User Interface Pack (Multi-Language)','-14928336','2010-01-18 21:42'
'707173334','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-12 10:10'
'529957268','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-01-16 22:35'
'-121863865','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-01-26 13:31'
'-121863865','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-01-26 13:31'
'-354768058','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-22 18:25'
'-354768058','Windows Server 2008 Enterprise and Standard 64bit - DVD','-694511639','2008-12-28 03:49'
'-354768058','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2008-11-01 01:09'
'-354768058','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-10-29 14:36'
'-354768058','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-22 18:25'
'-354768058','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-02-15 14:14'
'-172875496','Visual Studio .NET 2003 Professional - Full Install','-68124807','2010-10-19 23:53'
'-172875496','Visual Studio 2008 Express Edition with SP1','-834545950','2010-10-12 13:01'
'-172875496','Visual Studio 2008 SP1','227686903','2010-10-09 12:31'
'1025790885','Visual Basic 2005 Express Edition','-282219693','2010-11-21 11:17'
'1025790885','Visual Basic 6.0 Enterprise Edition - Disc 1','349699779','2010-11-08 18:51'
'1025790885','Visual Basic 6.0 Enterprise Edition - Disc 2','349699780','2010-11-08 18:52'
'1025790885','Visual C++ 2005 Express Edition','336690434','2010-11-24 19:50'
'1025790885','Visual Studio 2005 Professional Edition - DVD','466158650','2010-10-27 22:47'
'1025790885','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-12-01 22:14'
'1025790885','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-10-27 19:37'
'1025790885','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-10-20 15:25'
'1025790885','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2010-11-17 20:09'
'1045978593','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-05-12 18:18'
'650031098','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-30 21:20'
'650031098','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-30 21:20'
'650031098','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2010-06-21 22:19'
'650031098','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-06-21 22:20'
'-334139582','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-27 22:00'
'-334139582','Windows Vista Business DVD (Polish)','862081786','2007-10-20 17:46'
'-334139582','Windows XP Professional (Single User) 64bit Edition','839337558','2008-03-15 23:59'
'-334139582','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2007-03-20 22:01'
'-334139582','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-06-21 00:26'
'-334139582','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-27 22:00'
'-334139582','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-06-26 22:42'
'-516669848','MSDN Library (Visual Studio .NET) Full (Jan 2004)','158409114','2007-05-15 21:02'
'-516669848','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-09 12:33'
'-516669848','Windows Server 2003 Enterprise Edition (Polish)','743676536','2007-05-17 19:57'
'-516669848','Windows Vista Business 64bit DVD','-785049723','2007-10-11 19:22'
'-516669848','Windows Vista Business DVD','-792316006','2007-05-08 16:42'
'-516669848','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-05-08 16:46'
'-516669848','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-09 12:33'
'-738937305','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-24 19:00'
'-738937305','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-18 17:33'
'-738937305','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-24 19:00'
'-738937305','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-11-26 04:21'
'-738937305','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-18 17:33'
'655907458','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-14 23:44'
'655907458','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-14 23:44'
'655907458','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-11-14 23:44'
'655907458','Visual Studio .NET 2003 Professional - Full Install','-68124807','2010-03-14 13:07'
'655907458','Visual Studio 2005 Professional Edition - DVD','466158650','2010-03-17 15:51'
'655907458','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-14 23:44'
'655907458','Windows 7 Professional (x86) - DVD (English)','851167261','2010-08-31 22:52'
'655907458','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-14 23:44'
'655907458','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-11-14 23:44'
'383823545','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-03 13:10'
'383823545','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-12 20:26'
'383823545','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-11-09 20:22'
'383823545','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-09 17:39'
'383823545','Access 2007 (Polish)','970969443','2010-02-17 16:08'
'383823545','AutoCollage 2008 Academic Edition v1.1 - (English)','25221680','2010-02-17 16:08'
'383823545','Expression Studio 3 (x86) - DVD (English)','-987888945','2010-02-17 16:08'
'383823545','MSDN Library for Visual Studio 2008 (x86 and x64 WoW) - DVD','-733998697','2010-03-03 10:27'
'383823545','MS-DOS 6.22','-144275286','2010-02-17 16:08'
'383823545','Virtual PC 2007','212031266','2010-02-17 12:20'
'383823545','Visio Professional 2007 (Polish)','1031840846','2010-02-17 12:20'
'383823545','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-02-17 16:08'
'383823545','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-03 13:10'
'383823545','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-12 20:26'
'383823545','Windows Vista Business DVD with SP1 (Polish)','12226889','2009-11-09 20:22'
'383823545','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2010-03-03 10:27'
'383823545','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-09 17:39'
'270767587','MSDN Library - May 2006 - CD2','596739007','2009-11-14 10:25'
'270767587','MSDN Library - May 2006 - CD3','596739008','2009-11-14 10:25'
'270767587','MSDN Library for Visual Studio 2005 - CD1','832017012','2009-11-14 10:23'
'270767587','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-11-13 21:52'
'270767587','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-14 09:16'
'270767587','Visual Studio 2008 SP1','227686903','2009-11-15 13:36'
'270767587','MSDN Library - April 2007 (DVD)','537115466','2010-02-22 20:10'
'270767587','MSDN Library - May 2006 - CD2','596739007','2009-11-14 10:25'
'270767587','MSDN Library - May 2006 - CD3','596739008','2009-11-14 10:25'
'270767587','MSDN Library for Visual Studio 2005 - CD1','832017012','2009-11-14 10:23'
'270767587','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-11-13 21:52'
'270767587','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-11-14 09:16'
'270767587','Visual Studio 2008 SP1','227686903','2009-11-15 13:36'
'270767587','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-02-22 20:10'
'111497887','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-10-10 10:57'
'111497887','Visual Studio 2008 SP1','227686903','2009-10-12 18:36'
'111497887','Visual Studio .NET 2003 Professional - Full Install','-68124807','2010-01-25 18:23'
'111497887','Visual Studio 2005 Professional Edition - DVD','466158650','2010-03-15 18:25'
'111497887','Visual Studio 2005 Professional Edition CD1','53593363','2010-03-15 14:32'
'111497887','Visual Studio 2005 Professional Edition CD2','53593364','2010-03-15 16:31'
'111497887','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-10-10 10:57'
'111497887','Visual Studio 2008 SP1','227686903','2009-10-12 18:36'
'111497887','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-10-30 14:31'
'111497887','Windows XP Professional (Single User)','-395031122','2010-10-17 17:29'
'111497887','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-11-16 11:59'
'-184942373','Visio Professional 2007','-1028479382','2007-12-03 13:31'
'-184942373','Windows Vista Business 64bit DVD (Polish)','460205788','2008-09-14 15:50'
'-184942373','Windows Vista Business DVD','-792316006','2007-02-09 14:22'
'-184942373','Windows Vista Business DVD (Polish)','862081786','2008-09-14 15:57'
'-184942373','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2008-09-14 15:58'
'-66683188','OneNote 2007','306172695','2008-03-03 15:50'
'-66683188','Project Professional 2003','635651466','2008-03-03 15:50'
'-66683188','Virtual PC 2007','212031266','2009-03-25 18:29'
'-66683188','Visio Professional 2003','-1028479386','2008-03-03 15:50'
'-66683188','Visual Basic 2005 Express Edition','-282219693','2007-10-11 05:56'
'-66683188','Windows Vista Business 64bit DVD (Polish)','460205788','2009-01-16 23:52'
'-66683188','Windows XP Professional (Single User)','-395031122','2009-03-22 11:17'
'-66683188','Windows XP Professional (Single User) 64bit Edition','839337558','2008-04-02 17:57'
'-66683188','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-07-31 10:46'
'-66683188','Windows XP Professional with SP1a (Single User) ISO Image','-997059815','2009-01-23 18:58'
'-66683188','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2007-06-04 17:42'
'-66683188','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-01-10 09:00'
'-66683188','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-03 10:13'
'-66683188','Virtual PC 2007','212031266','2009-03-25 18:29'
'-66683188','Windows Vista Business 64bit DVD (Polish)','460205788','2009-01-16 23:52'
'-66683188','Windows XP Professional (Single User)','-395031122','2009-03-22 11:17'
'-66683188','Windows XP Professional with SP1a (Single User) ISO Image','-997059815','2009-01-23 18:58'
'-66683188','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-03 10:13'
'31217519','Visual C++ 2005 Express Edition','336690434','2008-04-02 22:38'
'31217519','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-03-31 21:39'
'31217519','Windows Vista Business DVD (Polish)','862081786','2008-04-01 22:01'
'-956779906','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-08-28 02:08'
'-956779906','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-18 23:16'
'-956779906','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-28 02:08'
'-956779906','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 23:20'
'-956779906','Windows 7 RC Language Pack (x86) - DVD (Multilanguage)','-458252471','2009-06-28 18:42'
'-956779906','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-27 20:42'
'-956779906','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-05-31 00:49'
'-956779906','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2009-07-02 14:01'
'-956779906','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-08-28 02:08'
'-956779906','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-18 23:16'
'-956779906','Windows 7 Professional (x86) - DVD (English)','851167261','2009-08-28 02:08'
'-956779906','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 23:20'
'-956779906','Windows 7 RC Language Pack (x86) - DVD (Multilanguage)','-458252471','2009-06-28 18:42'
'-956779906','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-27 20:42'
'-956779906','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-05-31 00:49'
'-956779906','Windows Vista Service Pack 1 (32bit- 64bit) - DVD','980440674','2009-07-02 14:01'
'-956779906','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2010-08-23 12:04'
'-956779906','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-09-18 00:18'
'17522513','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-04-06 17:20'
'17522513','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-04-06 17:20'
'-365378737','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-03 22:55'
'-365378737','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-09 14:49'
'-365378737','InfoPath 2007','918624285','2010-05-03 16:58'
'-365378737','Visio Professional 2007 (Polish)','1031840846','2010-04-25 07:50'
'-365378737','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-03 22:55'
'-365378737','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-09 14:49'
'-365378737','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2010-03-06 15:18'
'-597931254','MS-DOS 6.22','-144275286','2009-10-16 12:25'
'-597931254','Visual Studio 2010 Ultimate Beta 2 (x86) - DVD (English)','-806335909','2009-10-28 12:24'
'-597931254','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-01 00:27'
'-597931254','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-16 11:35'
'-597931254','Windows Vista Business DVD (Polish)','862081786','2009-10-09 23:33'
'-597931254','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-09 23:38'
'-597931254','Access 2007 (Polish)','970969443','2010-02-15 16:16'
'-597931254','InfoPath 2007','918624285','2010-02-15 17:14'
'-597931254','MS-DOS 6.22','-144275286','2009-10-16 12:25'
'-597931254','OneNote 2007 (Polish)','1041769347','2010-02-15 17:16'
'-597931254','Project Professional 2007 (Polish)','41195903','2010-02-15 17:17'
'-597931254','Virtual PC 2007','212031266','2010-02-15 17:18'
'-597931254','Visio Professional 2007 (Polish)','1031840846','2010-02-15 17:19'
'-597931254','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-10-04 22:12'
'-597931254','Visual Studio 2010 Professional Beta 1 (x86) - DVD','-902649899','2010-03-03 18:15'
'-597931254','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-10-04 22:12'
'-597931254','Visual Studio 2010 Ultimate Beta 2 (x86) - DVD (English)','-806335909','2009-10-28 12:24'
'-597931254','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2010-09-08 23:55'
'-597931254','Windows 7 Language Pack (x86) - DVD (Multilanguage)','-77714849','2010-09-08 23:55'
'-597931254','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-09-08 23:55'
'-597931254','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-01 00:27'
'-597931254','Windows 7 Professional (x86) - DVD (English)','851167261','2010-09-08 23:55'
'-597931254','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-16 11:35'
'-597931254','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x64) - DVD (Polish)','366860307','2010-02-15 17:23'
'-597931254','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Polish)','775674007','2010-02-15 17:23'
